title,authors,venue,publication_date,doi,arxiv_id,url,sources,score,matched_keywords,abstract
"Methoxy-Directed, Lithium-Free One-Shot Borylation for Tetraboron-, Pyridinic and Amino Nitrogen-Integrated PAHs With Ultra-Narrowband Thermally Activated Delayed Fluorescence.",Zhang-Li Cheng; Jie Li; Shu-Qi Zhang; Hui Wang; Yue Zhang; Xiao-Chun Fan; Jia Yu; Jun Ye; Kai Wang; Xiao-Hong Zhang,Angewandte Chemie,2026-09-21,10.1002/anie.8471593,,https://www.semanticscholar.org/paper/ec771ca9b6e868817bb00576c939294a1823f663,Semantic Scholar,9,thermally activated delayed fluorescence,
